work_year,experience_level,employment_type,job_title,salary,salary_currency,company_location,company_size
2023,SE,FT,Data Modeler,147100,USD,US,M
2023,SE,FT,Data Modeler,90700,USD,US,M
2023,SE,FT,Data Scientist,170000,USD,US,M
2023,SE,FT,Data Scientist,150000,USD,US,M
2023,SE,FT,Research Engineer,275000,USD,DE,M
2023,SE,FT,Research Engineer,174000,USD,DE,M
2023,SE,FT,Analytics Engineer,230000,USD,GB,M
2023,SE,FT,Analytics Engineer,143200,USD,GB,M
2023,SE,FT,Business Intelligence Engineer,225000,USD,US,M
2023,SE,FT,Business Intelligence Engineer,156400,USD,US,M
2023,SE,FT,Machine Learning Engineer,200000,USD,US,M
2023,SE,FT,Machine Learning Engineer,130000,USD,US,M
2023,SE,FT,Data Strategist,90000,USD,CA,M
2023,SE,FT,Data Strategist,72000,USD,CA,M
2023,SE,FT,Data Engineer,253200,USD,US,M
2023,SE,FT,Data Engineer,90700,USD,US,M
2023,SE,FT,Computer Vision Engineer,342810,USD,US,M
2023,SE,FT,Computer Vision Engineer,184590,USD,US,M
2023,SE,FT,Data Engineer,270703,USD,US,M
2023,SE,FT,Data Engineer,221484,USD,US,M
2023,SE,FT,Data Scientist,212750,USD,US,M
2023,SE,FT,Data Scientist,185000,USD,US,M
2023,SE,FT,Data Scientist,262000,USD,US,M
2023,SE,FT,Data Scientist,245000,USD,US,M
2023,SE,FT,Data Scientist,275300,USD,US,M
2023,SE,FT,Data Scientist,183500,USD,US,M
2023,SE,FT,Data Scientist,218500,USD,US,M
2023,SE,FT,Data Scientist,199098,USD,US,M
2023,SE,FT,Data Engineer,203300,USD,US,M
2023,SE,FT,Data Engineer,123600,USD,US,M
2023,SE,FT,Research Engineer,189110,USD,US,M
2023,SE,FT,Research Engineer,139000,USD,US,M
2023,SE,FT,Data Engineer,231500,USD,US,M
2023,SE,FT,Data Engineer,166000,USD,US,M
2023,SE,FT,Data Scientist,172500,USD,US,M
2023,SE,FT,Data Scientist,110500,USD,US,M
2023,SE,FT,Data Engineer,238000,USD,US,M
2023,SE,FT,Data Engineer,176000,USD,US,M
2023,SE,FT,Data Engineer,237000,USD,US,M
2023,SE,FT,Data Engineer,201450,USD,US,M
2023,SE,FT,Applied Scientist,309400,USD,US,L
2023,SE,FT,Applied Scientist,159100,USD,US,L
2023,SE,FT,Data Engineer,115000,USD,US,M
2023,SE,FT,Data Engineer,81500,USD,US,M
2023,SE,FT,Data Scientist,237000,USD,US,M
2023,SE,FT,Data Scientist,201450,USD,US,M
2023,SE,FT,Computer Vision Engineer,280000,USD,US,M
2023,SE,FT,Computer Vision Engineer,210000,USD,US,M
2023,SE,FT,Data Architect,280100,USD,US,M
2023,SE,FT,Data Architect,168100,USD,US,M
2023,SE,FT,Data Engineer,193500,USD,US,M
2023,SE,FT,Data Engineer,139000,USD,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD,US,M
2023,SE,FT,Business Intelligence Engineer,185900,USD,US,M
2023,SE,FT,Business Intelligence Engineer,129300,USD,US,M
2023,SE,FT,Data Engineer,225000,USD,US,M
2023,SE,FT,Data Engineer,175000,USD,US,M
2023,SE,FT,Data Engineer,185000,USD,US,M
2023,SE,FT,Data Engineer,140000,USD,US,M
2023,SE,FT,Data Scientist,45000,EUR,ES,M
2023,SE,FT,Data Scientist,36000,EUR,ES,M
2023,SE,FT,Data Scientist,105000,USD,US,M
2023,SE,FT,Data Scientist,70000,USD,US,M
2023,SE,FT,Data Engineer,217000,USD,US,M
2023,SE,FT,Data Engineer,185000,USD,US,M
2023,SE,FT,Data Analyst,202800,USD,US,L
2023,SE,FT,Data Analyst,104300,USD,US,L
2023,SE,FT,Data Analyst,145000,USD,US,M
2023,SE,FT,Data Analyst,65000,USD,US,M
2023,SE,FT,Data Engineer,165000,USD,US,M
2023,SE,FT,Data Engineer,132300,USD,US,M
2023,SE,FT,Data Engineer,179170,USD,US,M
2023,SE,FT,Data Engineer,94300,USD,US,M
2023,SE,FT,Analytics Engineer,152500,USD,US,M
2023,SE,FT,Analytics Engineer,116450,USD,US,M
2023,SE,FT,Data Engineer,247300,USD,US,M
2023,SE,FT,Data Engineer,133800,USD,US,M
2023,SE,FT,Research Engineer,203000,USD,US,M
2023,SE,FT,Research Engineer,133000,USD,US,M
2023,SE,FT,Data Scientist,150000,USD,US,M
2023,SE,FT,Data Scientist,120000,USD,US,M
2023,SE,FT,Analytics Engineer,289800,USD,US,M
2023,SE,FT,Analytics Engineer,214000,USD,US,M
2023,SE,FT,Analytics Engineer,179820,USD,US,M
2023,SE,FT,Analytics Engineer,143860,USD,US,M
2023,SE,FT,Machine Learning Engineer,283200,USD,US,M
2023,SE,FT,Machine Learning Engineer,188800,USD,US,M
2023,SE,FT,Analytics Engineer,289800,USD,US,M
2023,SE,FT,Analytics Engineer,214200,USD,US,M
2023,SE,FT,Data Engineer,185900,USD,US,M
2023,SE,FT,Data Engineer,129300,USD,US,M
2023,SE,FT,Data Engineer,252000,USD,US,M
2023,SE,FT,Data Engineer,129000,USD,US,M
2023,SE,FT,Data Engineer,161800,USD,US,M
2023,SE,FT,Data Engineer,141600,USD,US,M
2023,SE,FT,Machine Learning Engineer,342300,USD,US,L
2023,SE,FT,Machine Learning Engineer,176100,USD,US,L
2023,SE,FT,Data Scientist,138784,USD,US,M
2023,SE,FT,Data Scientist,83270,USD,US,M
2023,SE,FT,Data Analyst,204500,USD,US,M
2023,SE,FT,Data Analyst,138900,USD,US,M
2023,SE,FT,Machine Learning Engineer,318300,USD,US,M
2023,SE,FT,Machine Learning Engineer,212200,USD,US,M
2023,SE,FT,Data Engineer,95000,USD,US,M
2023,SE,FT,Data Engineer,75000,USD,US,M
2023,SE,FT,Data Scientist,195000,USD,US,M
2023,SE,FT,Data Scientist,160000,USD,US,M
2023,SE,FT,Analytics Engineer,230000,USD,US,M
2023,SE,FT,Analytics Engineer,143200,USD,US,M
2023,SE,FT,Data Engineer,145000,USD,US,M
2023,SE,FT,Data Engineer,115000,USD,US,M
2023,SE,FT,Data Analyst,168400,USD,US,M
2023,SE,FT,Data Analyst,105200,USD,US,M
2023,SE,FT,Applied Scientist,309400,USD,US,L
2023,SE,FT,Applied Scientist,159100,USD,US,L
2023,SE,FT,Machine Learning Engineer,190000,USD,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD,US,M
2023,SE,FT,Analytics Engineer,150000,USD,US,M
2023,SE,FT,Analytics Engineer,120000,USD,US,M
2023,SE,FT,Data Engineer,145000,USD,US,M
2023,SE,FT,Data Engineer,120000,USD,US,M
2023,SE,FT,Applied Scientist,222200,USD,US,L
2023,SE,FT,Applied Scientist,136000,USD,US,L
2023,SE,FT,Data Analyst,45000,GBP,CF,M
2023,SE,FT,Data Analyst,35000,GBP,CF,M
2023,SE,FT,Data Engineer,241000,USD,US,M
2023,SE,FT,Data Engineer,155000,USD,US,M
2023,SE,FT,Data Engineer,220000,USD,US,M
2023,SE,FT,Data Engineer,190000,USD,US,M
2023,SE,FT,Data Engineer,160000,USD,US,M
2023,SE,FT,Data Engineer,140000,USD,US,M
2023,SE,FT,Data Scientist,228000,USD,US,M
2023,SE,FT,Data Scientist,186000,USD,US,M
2023,SE,FT,Data Scientist,190000,USD,US,M
2023,SE,FT,Data Scientist,170000,USD,US,M
2023,SE,FT,Data Architect,180000,USD,US,M
2023,SE,FT,Data Architect,115000,USD,US,M
2023,SE,FT,Data Architect,200000,USD,US,M
2023,SE,FT,Data Architect,115000,USD,US,M
2023,SE,FT,Data DevOps Engineer,50000,EUR,FR,S
2023,SE,FT,Data Engineer,200000,USD,US,M
2023,SE,FT,Data Engineer,150000,USD,US,M
2023,SE,FT,Computer Vision Engineer,215000,USD,US,M
2023,SE,FT,Computer Vision Engineer,170000,USD,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD,US,M
2023,SE,FT,Data Scientist,224000,USD,CA,M
2023,SE,FT,Data Scientist,176000,USD,CA,M
2023,SE,FT,Data Analyst,120000,USD,US,M
2023,SE,FT,Data Analyst,75000,USD,US,M
2023,SE,FT,Applied Data Scientist,100000,AUD,FI,M
2023,SE,FT,Data Analyst,140000,USD,US,M
2023,SE,FT,Data Analyst,120000,USD,US,M
2023,SE,FT,Data Engineer,128000,USD,US,M
2023,SE,FT,Data Engineer,81500,USD,US,M
2023,SE,FT,Data Engineer,145000,USD,US,M
2023,SE,FT,Data Engineer,115000,USD,US,M
2023,SE,FT,Data Engineer,185000,USD,US,M
2023,SE,FT,Data Engineer,140000,USD,US,M
2023,SE,FT,Data Quality Analyst,100000,USD,US,M
2023,SE,FT,Data Quality Analyst,80000,USD,US,M
2023,SE,FT,Data Scientist,250000,USD,US,M
2023,SE,FT,Data Scientist,162500,USD,US,M
2023,SE,FT,Data Engineer,145000,USD,US,M
2023,SE,FT,Data Engineer,100000,USD,US,M
2023,SE,FT,Data Scientist,203500,USD,US,M
2023,SE,FT,Data Scientist,152000,USD,US,M
2023,SE,FT,Data Scientist,239000,USD,US,L
2023,SE,FT,Data Scientist,122900,USD,US,L
2023,SE,FT,Data Scientist,237000,USD,US,M
2023,SE,FT,Data Scientist,145000,USD,US,M
2023,SE,FT,Data Science Manager,191765,USD,US,M
2023,SE,FT,Data Science Manager,134236,USD,US,M
2023,SE,FT,Analytics Engineer,190000,USD,US,M
2023,SE,FT,Analytics Engineer,112000,USD,US,M
2023,SE,FT,Data Analyst,135000,USD,US,M
2023,SE,FT,Data Analyst,105500,USD,US,M
2023,SE,FT,Research Engineer,293000,USD,US,M
2023,SE,FT,Research Engineer,185000,USD,US,M
2023,SE,FT,Data Analyst,80000,USD,US,M
2023,SE,FT,Data Analyst,70000,USD,US,M
2023,SE,FT,Data Engineer,220000,USD,US,M
2023,SE,FT,Data Engineer,160000,USD,US,M
2023,SE,FT,Data Scientist,175000,USD,US,M
2023,SE,FT,Data Scientist,145000,USD,US,M
2023,SE,FT,Data Analyst,200000,USD,US,M
2023,SE,FT,Data Analyst,148500,USD,US,M
2023,SE,FT,Data Scientist,45000,EUR,ES,M
2023,SE,FT,Data Scientist,36000,EUR,ES,M
2023,SE,FT,Data Engineer,240500,USD,US,L
2023,SE,FT,Data Engineer,123700,USD,US,L
2023,SE,FT,Analytics Engineer,152900,USD,US,M
2023,SE,FT,Analytics Engineer,117100,USD,US,M
2023,SE,FT,Analytics Engineer,173000,USD,US,M
2023,SE,FT,Analytics Engineer,113000,USD,US,M
2023,SE,FT,Applied Scientist,260000,USD,US,L
2023,SE,FT,Applied Scientist,136000,USD,US,L
2023,SE,FT,Applied Scientist,260000,USD,US,L
2023,SE,FT,Applied Scientist,136000,USD,US,L
2023,SE,FT,Research Scientist,130000,USD,US,M
2023,SE,FT,Research Scientist,110000,USD,US,M
2023,SE,FT,Applied Scientist,205000,USD,US,M
2023,SE,FT,Applied Scientist,184000,USD,US,M
2023,SE,FT,Data Analyst,149500,USD,US,M
2023,SE,FT,Data Analyst,127075,USD,US,M
2023,SE,FT,Data Scientist,195000,USD,US,M
2023,SE,FT,Data Scientist,160000,USD,US,M
2023,SE,FT,Data Engineer,219535,USD,US,M
2023,SE,FT,Data Engineer,146115,USD,US,M
2023,SE,FT,Data Scientist,170000,USD,US,M
2023,SE,FT,Data Scientist,135000,USD,US,M
2023,SE,FT,Data Scientist,175000,USD,US,M
2023,SE,FT,Data Scientist,145000,USD,US,M
2023,SE,FT,Data Scientist,199000,USD,US,M
2023,SE,FT,Data Scientist,162000,USD,US,M
2023,SE,FT,Applied Scientist,222200,USD,US,L
2023,SE,FT,Applied Scientist,136000,USD,US,L
2023,SE,FT,Data Analyst,187000,USD,US,M
2023,SE,FT,Data Analyst,128000,USD,US,M
2023,SE,FT,Research Scientist,210000,USD,US,M
2023,SE,FT,Research Scientist,136000,USD,US,M
2023,SE,FT,Data Scientist,175000,USD,US,M
2023,SE,FT,Data Scientist,100000,USD,US,M
2023,SE,FT,Data Engineer,179000,USD,US,M
2023,SE,FT,Data Engineer,109000,USD,US,M
2023,SE,FT,Data Scientist,245000,USD,US,M
2023,SE,FT,Data Scientist,180000,USD,US,M
2023,SE,FT,Data Analyst,142000,USD,US,M
2023,SE,FT,Data Analyst,75000,USD,US,M
2023,SE,FT,Data Manager,198800,USD,US,M
2023,SE,FT,Data Manager,105200,USD,US,M
2023,SE,FT,Data Analyst,125000,USD,US,M
2023,SE,FT,Data Analyst,112000,USD,US,M
2023,SE,FT,Data Scientist,210000,USD,US,M
2023,SE,FT,Data Scientist,155000,USD,US,M
2023,SE,FT,Data Manager,115000,USD,US,M
2023,SE,FT,Data Manager,86000,USD,US,M
2023,SE,FT,Data Scientist,165000,USD,US,M
2023,SE,FT,Data Scientist,140000,USD,US,M
2023,SE,FT,Data Analyst,139000,USD,US,M
2023,SE,FT,Data Analyst,106000,USD,US,M
2023,SE,FL,Machine Learning Researcher,50000,USD,UA,S
2023,SE,FT,Data Architect,250500,USD,US,M
2023,SE,FT,Data Architect,159500,USD,US,M
2023,SE,FT,Data Engineer,145000,USD,US,M
2023,SE,FT,Data Engineer,115000,USD,US,M
2023,SE,FT,Data Analyst,140000,USD,US,M
2023,SE,FT,Data Analyst,120000,USD,US,M
2023,SE,FT,Data Analyst,175000,USD,CA,M
2023,SE,FT,Data Analyst,135000,USD,CA,M
2023,SE,FT,Machine Learning Engineer,257000,USD,US,M
2023,SE,FT,Machine Learning Engineer,147000,USD,US,M
2023,SE,FT,Data Engineer,222000,USD,US,M
2023,SE,FT,Data Engineer,175000,USD,US,M
2023,SE,FT,Data Scientist,203000,USD,US,M
2023,SE,FT,Data Scientist,133200,USD,US,M
2023,SE,FT,Data Engineer,221000,USD,US,M
2023,SE,FT,Data Engineer,147000,USD,US,M
2023,SE,FT,Data Quality Analyst,100000,USD,US,M
2023,SE,FT,Data Quality Analyst,80000,USD,US,M
2023,SE,FT,Data Scientist,185900,USD,US,M
2023,SE,FT,Data Scientist,129300,USD,US,M
2023,SE,FT,Data Scientist,238000,USD,US,M
2023,SE,FT,Data Scientist,156000,USD,US,M
2023,SE,FT,Machine Learning Engineer,304000,USD,US,M
2023,SE,FT,Machine Learning Engineer,199000,USD,US,M
2023,SE,FT,Data Engineer,150000,USD,US,M
2023,SE,FT,Data Engineer,130000,USD,US,M
2023,SE,FT,Data Scientist,140000,USD,US,M
2023,SE,FT,Data Scientist,110000,USD,US,M
2023,SE,FT,Data Engineer,240000,USD,US,M
2023,SE,FT,Data Engineer,183600,USD,US,M
2023,SE,FT,Data Engineer,250000,USD,US,M
2023,SE,FT,Data Engineer,150000,USD,US,M
2023,SE,FT,Data Analytics Manager,160000,USD,US,M
2023,SE,FT,Data Analytics Manager,120000,USD,US,M
2023,SE,FT,Machine Learning Engineer,289076,USD,US,M
2023,SE,FT,Machine Learning Engineer,202353,USD,US,M
2023,SE,FT,Data Engineer,145000,USD,US,M
2023,SE,FT,Data Engineer,120000,USD,US,M
2023,SE,FT,Data Analyst,155000,USD,US,M
2023,SE,FT,Data Analyst,106000,USD,US,M
2023,SE,FT,Data Engineer,200000,USD,US,M
2023,SE,FT,Data Engineer,160000,USD,US,M
2023,SE,FT,Data Scientist,157750,USD,US,M
2023,SE,FT,Data Scientist,104650,USD,US,M
2023,SE,FT,Data Scientist,45000,EUR,ES,M
2023,SE,FT,Data Scientist,36000,EUR,ES,M
2023,SE,FT,Data Analyst,105000,USD,US,M
2023,SE,FT,Data Analyst,90000,USD,US,M
2023,SE,FT,Analytics Engineer,179820,USD,US,M
2023,SE,FT,Analytics Engineer,143860,USD,US,M
2023,SE,FT,Data Analyst,135000,USD,US,M
2023,SE,FT,Data Analyst,105500,USD,US,M
2023,SE,FT,Machine Learning Engineer,241000,USD,US,M
2023,SE,FT,Machine Learning Engineer,181000,USD,US,M
2023,SE,FT,Data Scientist,252000,USD,US,M
2023,SE,FT,Data Scientist,154000,USD,US,M
2023,SE,FT,Data Scientist,191765,USD,US,M
2023,SE,FT,Data Scientist,134236,USD,US,M
2023,SE,FT,Data Scientist,175000,USD,US,M
2023,SE,FT,Data Scientist,145000,USD,US,M
2023,SE,FT,Data Scientist,237000,USD,US,M
2023,SE,FT,Data Scientist,145000,USD,US,M
2023,SE,FT,Data Analyst,80000,USD,US,M
2023,SE,FT,Data Analyst,70000,USD,US,M
2023,SE,FT,Data Engineer,146000,USD,US,M
2023,SE,FT,Data Engineer,75000,USD,US,M
2023,SE,FT,Machine Learning Engineer,170000,USD,US,M
2023,SE,FT,Machine Learning Engineer,130000,USD,US,M
2023,SE,FT,Data Analyst,208450,USD,US,M
2023,SE,FT,Data Analyst,170550,USD,US,M
2023,SE,FT,Machine Learning Engineer,125000,USD,US,M
2023,SE,FT,Machine Learning Engineer,100000,USD,US,M
2023,SE,FT,Data Scientist,200000,USD,US,M
2023,SE,FT,Data Scientist,170000,USD,US,M
2023,SE,FT,Data Scientist,171250,USD,IE,M
2023,SE,FT,Data Scientist,113750,USD,IE,M
2023,SE,FT,Applied Scientist,222200,USD,US,L
2023,SE,FT,Applied Scientist,136000,USD,US,L
2023,SE,FT,Applied Scientist,260000,USD,US,L
2023,SE,FT,Applied Scientist,136000,USD,US,L
2023,SE,FT,Data Analyst,153600,USD,US,M
2023,SE,FT,Data Analyst,100500,USD,US,M
2023,SE,FT,Applied Scientist,205000,USD,US,M
2023,SE,FT,Applied Scientist,184000,USD,US,M
2023,SE,FT,Machine Learning Engineer,115000,USD,CA,M
2023,SE,FT,Machine Learning Engineer,95000,USD,CA,M
2023,SE,FT,Data Engineer,203100,USD,US,M
2023,SE,FT,Data Engineer,114500,USD,US,M
2023,SE,FT,Data Engineer,252000,USD,US,M
2023,SE,FT,Data Engineer,129000,USD,US,M
2023,SE,FT,Data Engineer,160000,USD,US,M
2023,SE,FT,Data Engineer,130000,USD,US,M
2023,SE,FT,Data Scientist,258000,USD,CA,M
2023,SE,FT,Data Scientist,190000,USD,CA,M
2023,SE,FT,Data Scientist,170000,USD,US,M
2023,SE,FT,Data Scientist,135000,USD,US,M
2023,SE,FT,Data Scientist,195000,USD,US,M
2023,SE,FT,Data Scientist,160000,USD,US,M
2023,SE,FT,Data Analyst,100000,USD,US,M
2023,SE,FT,Data Analyst,80000,USD,US,M
2023,SE,FT,Data Engineer,223250,USD,US,M
2023,SE,FT,Data Engineer,178600,USD,US,M
2023,SE,FT,Data Scientist,297300,USD,US,M
2023,SE,FT,Data Scientist,198200,USD,US,M
2023,SE,FT,Data Scientist,200000,USD,US,M
2023,SE,FT,Data Scientist,170000,USD,US,M
2023,SE,FT,Data Scientist,317070,USD,US,M
2023,SE,FT,Data Scientist,170730,USD,US,M
2023,SE,FT,Data Engineer,128000,USD,US,M
2023,SE,FT,Data Engineer,81500,USD,US,M
2023,SE,FT,AI Developer,108000,USD,UA,M
2023,SE,FT,AI Developer,60000,USD,UA,M
2023,SE,FT,Data Engineer,171250,USD,US,M
2023,SE,FT,Data Engineer,113750,USD,US,M
2023,SE,FT,Data Engineer,165000,USD,US,M
2023,SE,FT,Data Engineer,132300,USD,US,M
2023,SE,FT,Data Scientist,225000,USD,US,M
2023,SE,FT,Data Scientist,175000,USD,US,M
2023,SE,FT,Data Engineer,230000,USD,US,M
2023,SE,FT,Data Engineer,124500,USD,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD,US,M
2023,SE,FT,Data Analyst,175000,USD,US,M
2023,SE,FT,Data Analyst,145000,USD,US,M
2023,SE,FT,Data Analyst,148700,USD,US,M
2023,SE,FT,Data Analyst,125600,USD,US,M
2023,SE,FT,Data Engineer,145000,USD,US,M
2023,SE,FT,Data Engineer,115000,USD,US,M
2023,SE,FT,Research Scientist,200000,USD,US,M
2023,SE,FT,Research Scientist,150000,USD,US,M
2023,SE,FT,Data Analyst,185000,USD,US,M
2023,SE,FT,Data Analyst,120250,USD,US,M
2023,SE,FT,Data Scientist,275300,USD,US,M
2023,SE,FT,Data Scientist,183000,USD,US,M
2023,SE,FT,Data Architect,170000,USD,US,M
2023,SE,FT,Data Architect,125000,USD,US,M
2023,SE,FT,Research Scientist,250000,USD,US,M
2023,SE,FT,Research Scientist,200000,USD,US,M
2023,SE,FT,AI Scientist,1500000,ILS,IL,L
2023,SE,FT,Machine Learning Engineer,216000,USD,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,US,M
2023,SE,FT,Data Engineer,180000,USD,US,M
2023,SE,FT,Data Engineer,165000,USD,US,M
2023,SE,FT,Data Scientist,185900,USD,US,M
2023,SE,FT,Data Scientist,129300,USD,US,M
2023,SE,FT,Data Engineer,145000,USD,US,M
2023,SE,FT,Data Engineer,120000,USD,US,M
2023,SE,FT,Data Scientist,173000,USD,US,M
2023,SE,FT,Data Scientist,132000,USD,US,M
2023,SE,FT,Data Analyst,208049,USD,US,M
2023,SE,FT,Data Analyst,128500,USD,US,M
2023,SE,FT,Analytics Engineer,179820,USD,US,M
2023,SE,FT,Analytics Engineer,143860,USD,US,M
2023,SE,FT,Data Engineer,167500,USD,US,M
2023,SE,FT,Data Engineer,106500,USD,US,M
2023,SE,FT,Data Scientist,275300,USD,US,M
2023,SE,FT,Data Scientist,183500,USD,US,M
2023,SE,FT,Data Analyst,190000,USD,US,M
2023,SE,FT,Data Analyst,95000,USD,US,M
2023,SE,FT,Data Analyst,153600,USD,US,M
2023,SE,FT,Data Analyst,106800,USD,US,M
2023,SE,FT,Data Scientist,275300,USD,US,M
2023,SE,FT,Data Scientist,183500,USD,US,M
2023,SE,FT,Machine Learning Scientist,220000,USD,US,M
2023,SE,FT,Machine Learning Scientist,170000,USD,US,M
2023,SE,FT,Data Analyst,135000,USD,US,M
2023,SE,FT,Data Analyst,105500,USD,US,M
2023,SE,FT,Data Analyst,100000,USD,US,M
2023,SE,FT,Data Analyst,80000,USD,US,M
2023,SE,FT,Data Engineer,160000,USD,CA,M
2023,SE,FT,Data Engineer,145000,USD,CA,M
2023,SE,FT,Data Engineer,150000,USD,US,M
2023,SE,FT,Data Engineer,111000,USD,US,M
2023,SE,FT,Data Engineer,160000,USD,US,M
2023,SE,FT,Data Engineer,130000,USD,US,M
2023,SE,FT,Data Engineer,252000,USD,US,M
2023,SE,FT,Data Engineer,129000,USD,US,M
2023,SE,FT,Data Scientist,201036,USD,US,M
2023,SE,FT,Data Scientist,134024,USD,US,M
2023,SE,FT,Data Analyst,165000,USD,US,M
2023,SE,FT,Data Analyst,140000,USD,US,M
2023,SE,FT,Data Scientist,172000,USD,US,M
2023,SE,FT,Data Scientist,115000,USD,US,M
2023,SE,FT,Data Engineer,163800,USD,US,M
2023,SE,FT,Data Engineer,126000,USD,US,M
2023,SE,FT,Data Scientist,237000,USD,US,M
2023,SE,FT,Data Scientist,145000,USD,US,M
2023,SE,FT,Data Engineer,139500,USD,US,M
2023,SE,FT,Data Engineer,109400,USD,US,M
2023,SE,FT,Data Scientist,258000,USD,CA,M
2023,SE,FT,Data Scientist,190000,USD,CA,M
2023,SE,FT,Data Engineer,205600,USD,US,L
2023,SE,FT,Data Engineer,105700,USD,US,L
2023,SE,FT,Data Engineer,252000,USD,US,M
2023,SE,FT,Data Engineer,129000,USD,US,M
2023,SE,FT,Data Scientist,239748,USD,US,M
2023,SE,FT,Data Scientist,159832,USD,US,M
2023,SE,FT,Data Scientist,186300,USD,US,M
2023,SE,FT,Data Scientist,102500,USD,US,M
2023,SE,FT,Data Engineer,165000,USD,US,M
2023,SE,FT,Data Engineer,132300,USD,US,M
2023,SE,FT,Data Scientist,190000,USD,US,M
2023,SE,FT,Data Scientist,126000,USD,US,M
2023,SE,FT,Data Architect,149040,USD,US,M
2023,SE,FT,Data Architect,113900,USD,US,M
2023,SE,FT,Data Engineer,153600,USD,US,M
2023,SE,FT,Data Engineer,106800,USD,US,M
2023,SE,FT,Data Engineer,172600,USD,US,M
2023,SE,FT,Data Engineer,107900,USD,US,M
2023,SE,FT,Data Analyst,180180,USD,US,M
2023,SE,FT,Data Analyst,106020,USD,US,M
2023,SE,FT,Data Architect,376080,USD,US,M
2023,SE,FT,Data Architect,213120,USD,US,M
2023,SE,FT,Data Analyst,153600,USD,US,M
2023,SE,FT,Data Analyst,100500,USD,US,M
2023,SE,FT,Data Analyst,206500,USD,US,M
2023,SE,FT,Data Analyst,121600,USD,US,M
2023,SE,FT,Data Engineer,260000,USD,US,M
2023,SE,FT,Data Engineer,225000,USD,US,M
2023,SE,FT,Cloud Database Engineer,170000,USD,US,L
2023,SE,FT,Applied Machine Learning Scientist,90000,USD,US,L
2023,SE,FT,Data Engineer,275000,USD,US,M
2023,SE,FT,Data Engineer,160000,USD,US,M
2023,SE,FT,Data Analyst,115934,USD,US,M
2023,SE,FT,Data Analyst,81666,USD,US,M
2023,SE,FT,Data Scientist,175000,USD,US,M
2023,SE,FT,Data Scientist,120000,USD,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD,US,M
2023,SE,FT,Machine Learning Engineer,120000,USD,US,M
2023,SE,FT,Research Engineer,200000,USD,US,M
2023,SE,FT,Research Engineer,175000,USD,US,M
2023,SE,FT,Data Architect,138000,USD,GB,M
2023,SE,FT,Data Architect,92000,USD,GB,M
2023,SE,FT,Data Manager,65000,USD,CO,M
2023,SE,FT,Data Manager,48000,USD,CO,M
2023,SE,FT,Data Analyst,110000,USD,US,M
2023,SE,FT,Data Analyst,75000,USD,US,M
2023,SE,FT,Analytics Engineer,130000,USD,US,M
2023,SE,FT,Analytics Engineer,87000,USD,US,M
2023,SE,FT,Data Science Manager,299500,USD,US,M
2023,SE,FT,Data Science Manager,245100,USD,US,M
2023,SE,FT,Data Engineer,147100,USD,US,M
2023,SE,FT,Data Engineer,90700,USD,US,M
2023,SE,FT,Data Engineer,168400,USD,US,M
2023,SE,FT,Data Engineer,105200,USD,US,M
2023,SE,FT,Data Scientist,210000,USD,US,M
2023,SE,FT,Data Scientist,160000,USD,US,M
2023,SE,FT,Applied Scientist,222200,USD,US,L
2023,SE,FT,Applied Scientist,136000,USD,US,L
2023,SE,FT,Data Analyst,185000,USD,US,M
2023,SE,FT,Data Analyst,120250,USD,US,M
2023,SE,FT,Data Scientist,205000,USD,US,M
2023,SE,FT,Data Scientist,140000,USD,US,M
2023,SE,FT,Data Scientist,297300,USD,US,M
2023,SE,FT,Data Scientist,198200,USD,US,M
2023,SE,FT,Research Scientist,141288,USD,US,M
2023,SE,FT,Research Scientist,94192,USD,US,M
2023,SE,FT,Data Infrastructure Engineer,184000,USD,US,M
2023,SE,FT,Data Infrastructure Engineer,143000,USD,US,M
2023,SE,FT,Data Analyst,70000,USD,US,M
2023,SE,FT,Data Analyst,55000,USD,US,M
2023,SE,FT,Analytics Engineer,275300,USD,US,M
2023,SE,FT,Analytics Engineer,183500,USD,US,M
2023,SE,FT,Data Architect,149040,USD,US,M
2023,SE,FT,Data Architect,113900,USD,US,M
2023,SE,FT,Data Analyst,180180,USD,US,M
2023,SE,FT,Data Analyst,106020,USD,US,M
2023,SE,FT,Data Engineer,139500,USD,US,M
2023,SE,FT,Data Engineer,109400,USD,US,M
2023,SE,FT,Data Scientist,105000,USD,US,M
2023,SE,FT,Data Scientist,70000,USD,US,M
2023,SE,FT,Data Engineer,146000,USD,US,M
2023,SE,FT,Data Engineer,75000,USD,US,M
2023,SE,FT,Data Engineer,160000,USD,US,M
2023,SE,FT,Data Engineer,130000,USD,US,M
2023,SE,FT,Data Analyst,169000,USD,US,M
2023,SE,FT,Data Analyst,110600,USD,US,M
2023,SE,FT,Data Operations Engineer,193000,USD,US,M
2023,SE,FT,Data Operations Engineer,136850,USD,US,M
2023,SE,FT,Machine Learning Engineer,139500,USD,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD,US,M
